account,balance_t,total,total_1,total_13,total_35,total_5,is_in,type
65008008,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
61882008,"[147, 4, 143, 0, 0]",147,4,143,0,0,True,1
63066908,"[147, 0, 101, 46, 0]",147,0,101,46,0,True,1
65007528,"[147, 1, 146, 0, 0]",147,1,146,0,0,True,1
61823268,"[147, 32, 115, 0, 0]",147,32,115,0,0,True,1
61824708,"[147, 0, 116, 31, 0]",147,0,116,31,0,True,1
61891458,"[147, 139, 8, 0, 0]",147,139,8,0,0,True,0
61825118,"[147, 0, 132, 15, 0]",147,0,132,15,0,True,1
61855498,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61826758,"[147, 0, 121, 26, 0]",147,0,121,26,0,True,1
61855788,"[147, 0, 8, 26, 113]",147,0,8,26,113,True,3
61825128,"[147, 0, 116, 31, 0]",147,0,116,31,0,True,1
61826728,"[147, 0, 116, 31, 0]",147,0,116,31,0,True,1
66069638,"[124, 22, 94, 8, 0]",124,22,94,8,0,True,1
67068658,"[12, 2, 10, 0, 0]",12,2,10,0,0,True,1
66077868,"[119, 0, 119, 0, 0]",119,0,119,0,0,True,1
60826968,"[147, 36, 111, 0, 0]",147,36,111,0,0,True,1
67058908,"[15, 0, 15, 0, 0]",15,0,15,0,0,True,1
61840128,"[147, 1, 145, 1, 0]",147,1,145,1,0,True,1
61826278,"[147, 0, 144, 3, 0]",147,0,144,3,0,True,1
67021988,"[27, 20, 7, 0, 0]",27,20,7,0,0,True,0
67011208,"[47, 21, 26, 0, 0]",47,21,26,0,0,True,1
62837298,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60817328,"[147, 0, 77, 70, 0]",147,0,77,70,0,True,1
67017768,"[44, 3, 41, 0, 0]",44,3,41,0,0,True,1
66087988,"[2, 1, 1, 0, 0]",2,1,1,0,0,True,0
61868978,"[147, 44, 103, 0, 0]",147,44,103,0,0,True,1
67020838,"[41, 0, 41, 0, 0]",41,0,41,0,0,True,1
61803268,"[147, 16, 131, 0, 0]",147,16,131,0,0,True,1
61816666,"[147, 1, 1, 143, 2]",147,1,1,143,2,True,2
60008008,"[147, 63, 84, 0, 0]",147,63,84,0,0,True,1
67020618,"[41, 1, 40, 0, 0]",41,1,40,0,0,True,1
66021668,"[142, 57, 71, 14, 0]",142,57,71,14,0,True,1
61849188,"[147, 0, 12, 0, 135]",147,0,12,0,135,True,3
66092178,"[72, 22, 50, 0, 0]",72,22,50,0,0,True,1
63075578,"[147, 0, 0, 77, 70]",147,0,0,77,70,True,2
65075608,"[54, 0, 54, 0, 0]",54,0,54,0,0,True,1
65007608,"[147, 29, 118, 0, 0]",147,29,118,0,0,True,1
61883388,"[147, 0, 0, 80, 67]",147,0,0,80,67,True,2
67006958,"[41, 0, 41, 0, 0]",41,0,41,0,0,True,1
61831418,"[147, 0, 126, 21, 0]",147,0,126,21,0,True,1
61826408,"[147, 0, 100, 16, 31]",147,0,100,16,31,True,1
67071988,"[3, 1, 2, 0, 0]",3,1,2,0,0,True,1
60815668,"[147, 0, 100, 47, 0]",147,0,100,47,0,True,1
67028108,"[32, 4, 28, 0, 0]",32,4,28,0,0,True,1
67080278,"[8, 0, 8, 0, 0]",8,0,8,0,0,True,1
69884808,"[147, 14, 133, 0, 0]",147,14,133,0,0,True,1
67066678,"[17, 0, 14, 3, 0]",17,0,14,3,0,True,1
69828888,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61896018,"[6, 0, 6, 0, 0]",6,0,6,0,0,True,1
63085838,"[147, 0, 137, 10, 0]",147,0,137,10,0,True,1
61874478,"[3, 1, 2, 0, 0]",3,1,2,0,0,True,1
63088208,"[147, 111, 36, 0, 0]",147,111,36,0,0,True,0
67052078,"[28, 1, 27, 0, 0]",28,1,27,0,0,True,1
61841688,"[17, 17, 0, 0, 0]",17,17,0,0,0,True,0
61848718,"[147, 138, 9, 0, 0]",147,138,9,0,0,True,0
66075888,"[73, 23, 50, 0, 0]",73,23,50,0,0,True,1
67029518,"[31, 6, 25, 0, 0]",31,6,25,0,0,True,1
67020088,"[41, 0, 41, 0, 0]",41,0,41,0,0,True,1
63092918,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
61825698,"[147, 111, 36, 0, 0]",147,111,36,0,0,True,0
66025218,"[101, 19, 66, 16, 0]",101,19,66,16,0,True,1
61804618,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61804298,"[147, 1, 82, 62, 2]",147,1,82,62,2,True,1
67018818,"[43, 9, 34, 0, 0]",43,9,34,0,0,True,1
65020008,"[147, 0, 53, 0, 94]",147,0,53,0,94,True,3
66052788,"[121, 0, 121, 0, 0]",121,0,121,0,0,True,1
63029718,"[147, 1, 144, 2, 0]",147,1,144,2,0,True,1
61850678,"[147, 0, 27, 119, 1]",147,0,27,119,1,True,2
66087218,"[70, 4, 38, 28, 0]",70,4,38,28,0,True,1
68006658,"[2, 2, 0, 0, 0]",2,2,0,0,0,True,0
66096228,"[78, 0, 78, 0, 0]",78,0,78,0,0,True,1
67809328,"[147, 18, 129, 0, 0]",147,18,129,0,0,True,1
63091788,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67006188,"[50, 31, 19, 0, 0]",50,31,19,0,0,True,0
63088538,"[147, 19, 65, 45, 18]",147,19,65,45,18,True,1
61896678,"[68, 3, 3, 0, 62]",68,3,3,0,62,True,3
67057818,"[18, 0, 18, 0, 0]",18,0,18,0,0,True,1
62082038,"[147, 83, 64, 0, 0]",147,83,64,0,0,True,0
61879258,"[147, 96, 51, 0, 0]",147,96,51,0,0,True,0
61849968,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67055978,"[20, 13, 7, 0, 0]",20,13,7,0,0,True,0
63022988,"[147, 33, 114, 0, 0]",147,33,114,0,0,True,1
67020518,"[37, 0, 20, 17, 0]",37,0,20,17,0,True,1
63022118,"[147, 140, 7, 0, 0]",147,140,7,0,0,True,0
61888978,"[147, 128, 19, 0, 0]",147,128,19,0,0,True,0
67051108,"[28, 3, 25, 0, 0]",28,3,25,0,0,True,1
65000758,"[17, 0, 17, 0, 0]",17,0,17,0,0,True,1
66069168,"[126, 96, 30, 0, 0]",126,96,30,0,0,True,0
66018018,"[146, 1, 69, 67, 9]",146,1,69,67,9,True,1
63077038,"[147, 8, 107, 32, 0]",147,8,107,32,0,True,1
66022968,"[34, 0, 34, 0, 0]",34,0,34,0,0,True,1
61840008,"[147, 10, 137, 0, 0]",147,10,137,0,0,True,1
68002238,"[3, 1, 2, 0, 0]",3,1,2,0,0,True,1
67026098,"[29, 13, 16, 0, 0]",29,13,16,0,0,True,1
61803078,"[147, 55, 18, 44, 30]",147,55,18,44,30,True,0
61873168,"[147, 69, 78, 0, 0]",147,69,78,0,0,True,1
67020678,"[40, 7, 33, 0, 0]",40,7,33,0,0,True,1
63072108,"[147, 9, 137, 0, 1]",147,9,137,0,1,True,1
61879278,"[147, 81, 66, 0, 0]",147,81,66,0,0,True,0
66078038,"[120, 69, 51, 0, 0]",120,69,51,0,0,True,0
63066258,"[147, 1, 95, 51, 0]",147,1,95,51,0,True,1
66091058,"[94, 36, 58, 0, 0]",94,36,58,0,0,True,1
67018728,"[23, 19, 4, 0, 0]",23,19,4,0,0,True,0
63067598,"[147, 45, 102, 0, 0]",147,45,102,0,0,True,1
61824658,"[48, 18, 30, 0, 0]",48,18,30,0,0,True,1
63020578,"[147, 0, 135, 12, 0]",147,0,135,12,0,True,1
67028718,"[5, 4, 1, 0, 0]",5,4,1,0,0,True,0
60010658,"[58, 11, 47, 0, 0]",58,11,47,0,0,True,1
61802958,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
65018288,"[147, 69, 78, 0, 0]",147,69,78,0,0,True,1
61829358,"[147, 44, 103, 0, 0]",147,44,103,0,0,True,1
61891768,"[147, 0, 97, 17, 33]",147,0,97,17,33,True,1
61805558,"[147, 144, 3, 0, 0]",147,144,3,0,0,True,0
61829328,"[147, 44, 100, 3, 0]",147,44,100,3,0,True,1
61881908,"[147, 51, 96, 0, 0]",147,51,96,0,0,True,1
61847088,"[90, 36, 54, 0, 0]",90,36,54,0,0,True,1
61881808,"[147, 42, 105, 0, 0]",147,42,105,0,0,True,1
60002588,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61858678,"[147, 11, 127, 8, 1]",147,11,127,8,1,True,1
69828788,"[147, 93, 54, 0, 0]",147,93,54,0,0,True,0
69828828,"[147, 65, 82, 0, 0]",147,65,82,0,0,True,1
69828558,"[147, 85, 62, 0, 0]",147,85,62,0,0,True,0
69828818,"[147, 85, 62, 0, 0]",147,85,62,0,0,True,0
61807178,"[147, 58, 27, 35, 27]",147,58,27,35,27,True,0
69828728,"[147, 66, 81, 0, 0]",147,66,81,0,0,True,1
66099698,"[66, 0, 66, 0, 0]",66,0,66,0,0,True,1
90788881,"[48, 13, 17, 9, 9]",48,13,17,9,9,True,1
67005588,"[52, 0, 0, 0, 52]",52,0,0,0,52,True,3
61865988,"[147, 136, 11, 0, 0]",147,136,11,0,0,True,0
69841598,"[147, 144, 3, 0, 0]",147,144,3,0,0,True,0
67055968,"[20, 7, 13, 0, 0]",20,7,13,0,0,True,1
65021858,"[147, 1, 97, 49, 0]",147,1,97,49,0,True,1
66061978,"[129, 3, 126, 0, 0]",129,3,126,0,0,True,1
66055038,"[38, 38, 0, 0, 0]",38,38,0,0,0,True,0
61804528,"[147, 0, 1, 146, 0]",147,0,1,146,0,True,2
67066228,"[15, 3, 12, 0, 0]",15,3,12,0,0,True,1
66070678,"[112, 0, 104, 8, 0]",112,0,104,8,0,True,1
60818128,"[147, 0, 100, 47, 0]",147,0,100,47,0,True,1
67080928,"[4, 4, 0, 0, 0]",4,4,0,0,0,True,0
67065028,"[11, 11, 0, 0, 0]",11,11,0,0,0,True,0
66080588,"[28, 0, 28, 0, 0]",28,0,28,0,0,True,1
65025158,"[140, 72, 68, 0, 0]",140,72,68,0,0,True,0
66021688,"[145, 54, 91, 0, 0]",145,54,91,0,0,True,1
60817018,"[147, 1, 146, 0, 0]",147,1,146,0,0,True,1
62890808,"[147, 119, 28, 0, 0]",147,119,28,0,0,True,0
61802778,"[147, 1, 103, 42, 1]",147,1,103,42,1,True,1
66080708,"[56, 16, 40, 0, 0]",56,16,40,0,0,True,1
62846668,"[68, 0, 0, 0, 68]",68,0,0,0,68,True,3
61824028,"[129, 3, 126, 0, 0]",129,3,126,0,0,True,1
60802098,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66069698,"[122, 83, 27, 12, 0]",122,83,27,12,0,True,0
61803378,"[147, 78, 69, 0, 0]",147,78,69,0,0,True,0
61847778,"[147, 2, 145, 0, 0]",147,2,145,0,0,True,1
60812388,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67020798,"[39, 14, 25, 0, 0]",39,14,25,0,0,True,1
67061228,"[19, 0, 19, 0, 0]",19,0,19,0,0,True,1
69843578,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61877028,"[147, 0, 98, 46, 3]",147,0,98,46,3,True,1
67077168,"[10, 4, 6, 0, 0]",10,4,6,0,0,True,1
66076818,"[121, 0, 121, 0, 0]",121,0,121,0,0,True,1
65018218,"[147, 19, 122, 6, 0]",147,19,122,6,0,True,1
66028918,"[135, 1, 28, 26, 80]",135,1,28,26,80,True,3
61881008,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60811618,"[147, 3, 144, 0, 0]",147,3,144,0,0,True,1
61825688,"[147, 129, 18, 0, 0]",147,129,18,0,0,True,0
66029928,"[136, 10, 126, 0, 0]",136,10,126,0,0,True,1
67022658,"[37, 0, 0, 37, 0]",37,0,0,37,0,True,2
69809658,"[147, 0, 31, 116, 0]",147,0,31,116,0,True,2
66066128,"[125, 41, 33, 51, 0]",125,41,33,51,0,True,2
90788888,"[140, 1, 7, 0, 132]",140,1,7,0,132,True,3
65027678,"[147, 0, 88, 52, 7]",147,0,88,52,7,True,1
61884608,"[147, 111, 36, 0, 0]",147,111,36,0,0,True,0
60826628,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
63000188,"[147, 0, 9, 136, 2]",147,0,9,136,2,True,2
66081998,"[83, 33, 50, 0, 0]",83,33,50,0,0,True,1
67010508,"[37, 0, 32, 5, 0]",37,0,32,5,0,True,1
61854898,"[147, 29, 118, 0, 0]",147,29,118,0,0,True,1
61806358,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67057108,"[25, 25, 0, 0, 0]",25,25,0,0,0,True,0
66071128,"[123, 0, 43, 0, 80]",123,0,43,0,80,True,3
65027798,"[147, 17, 41, 59, 30]",147,17,41,59,30,True,2
69822618,"[147, 100, 47, 0, 0]",147,100,47,0,0,True,0
61804158,"[147, 0, 100, 30, 17]",147,0,100,30,17,True,1
61843268,"[147, 2, 145, 0, 0]",147,2,145,0,0,True,1
63009538,"[147, 1, 56, 26, 64]",147,1,56,26,64,True,3
68840078,"[147, 32, 115, 0, 0]",147,32,115,0,0,True,1
62095088,"[147, 1, 144, 2, 0]",147,1,144,2,0,True,1
67096068,"[2, 1, 1, 0, 0]",2,1,1,0,0,True,0
63080968,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
65019538,"[147, 101, 46, 0, 0]",147,101,46,0,0,True,0
66096788,"[71, 14, 23, 15, 19]",71,14,23,15,19,True,1
69843758,"[147, 0, 24, 46, 77]",147,0,24,46,77,True,3
63092008,"[147, 52, 73, 15, 7]",147,52,73,15,7,True,1
66098538,"[68, 26, 42, 0, 0]",68,26,42,0,0,True,1
66098278,"[69, 69, 0, 0, 0]",69,69,0,0,0,True,0
63025198,"[147, 8, 89, 50, 0]",147,8,89,50,0,True,1
66080688,"[111, 2, 11, 55, 43]",111,2,11,55,43,True,2
63018798,"[147, 1, 56, 0, 90]",147,1,56,0,90,True,3
61871478,"[147, 0, 92, 30, 25]",147,0,92,30,25,True,1
60089968,"[147, 101, 46, 0, 0]",147,101,46,0,0,True,0
61822298,"[147, 0, 0, 42, 105]",147,0,0,42,105,True,3
67006898,"[49, 0, 49, 0, 0]",49,0,49,0,0,True,1
66098088,"[9, 1, 8, 0, 0]",9,1,8,0,0,True,1
62021168,"[147, 61, 30, 0, 56]",147,61,30,0,56,True,0
67011058,"[47, 5, 42, 0, 0]",47,5,42,0,0,True,1
60018138,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67001088,"[56, 0, 20, 36, 0]",56,0,20,36,0,True,2
67021758,"[39, 0, 39, 0, 0]",39,0,39,0,0,True,1
61860498,"[147, 76, 71, 0, 0]",147,76,71,0,0,True,0
66097058,"[72, 0, 65, 7, 0]",72,0,65,7,0,True,1
67844488,"[147, 0, 25, 122, 0]",147,0,25,122,0,True,2
61848988,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67008538,"[50, 11, 39, 0, 0]",50,11,39,0,0,True,1
66055988,"[131, 3, 128, 0, 0]",131,3,128,0,0,True,1
66061508,"[70, 0, 24, 46, 0]",70,0,24,46,0,True,2
61802828,"[147, 0, 123, 24, 0]",147,0,123,24,0,True,1
69813468,"[147, 108, 39, 0, 0]",147,108,39,0,0,True,0
61853978,"[147, 0, 145, 2, 0]",147,0,145,2,0,True,1
66087908,"[106, 106, 0, 0, 0]",106,106,0,0,0,True,0
66077298,"[69, 2, 67, 0, 0]",69,2,67,0,0,True,1
65059508,"[147, 1, 96, 50, 0]",147,1,96,50,0,True,1
66061238,"[70, 0, 56, 14, 0]",70,0,56,14,0,True,1
61887958,"[147, 0, 93, 54, 0]",147,0,93,54,0,True,1
66061568,"[129, 0, 2, 54, 73]",129,0,2,54,73,True,3
66071528,"[123, 106, 17, 0, 0]",123,106,17,0,0,True,0
69828478,"[147, 116, 31, 0, 0]",147,116,31,0,0,True,0
67022868,"[37, 13, 24, 0, 0]",37,13,24,0,0,True,1
61892418,"[147, 24, 92, 30, 1]",147,24,92,30,1,True,1
67025158,"[36, 36, 0, 0, 0]",36,36,0,0,0,True,0
61870498,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
66097668,"[52, 0, 52, 0, 0]",52,0,52,0,0,True,1
69889258,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63068918,"[147, 40, 79, 27, 1]",147,40,79,27,1,True,1
69889908,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63069258,"[147, 0, 47, 17, 83]",147,0,47,17,83,True,3
67072128,"[11, 6, 5, 0, 0]",11,6,5,0,0,True,0
66097908,"[70, 24, 46, 0, 0]",70,24,46,0,0,True,1
67017008,"[44, 0, 44, 0, 0]",44,0,44,0,0,True,1
60815158,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61848478,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
62089968,"[50, 0, 50, 0, 0]",50,0,50,0,0,True,1
61833578,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67076688,"[10, 1, 9, 0, 0]",10,1,9,0,0,True,1
66026808,"[67, 0, 67, 0, 0]",67,0,67,0,0,True,1
61803588,"[62, 26, 36, 0, 0]",62,26,36,0,0,True,1
65088918,"[70, 17, 53, 0, 0]",70,17,53,0,0,True,1
67012008,"[39, 0, 21, 18, 0]",39,0,21,18,0,True,1
65018998,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60829258,"[147, 7, 113, 27, 0]",147,7,113,27,0,True,1
63068228,"[147, 119, 28, 0, 0]",147,119,28,0,0,True,0
67015528,"[45, 0, 5, 40, 0]",45,0,5,40,0,True,2
62887428,"[147, 54, 93, 0, 0]",147,54,93,0,0,True,1
66097188,"[72, 6, 66, 0, 0]",72,6,66,0,0,True,1
61888788,"[147, 104, 43, 0, 0]",147,104,43,0,0,True,0
63000158,"[147, 47, 100, 0, 0]",147,47,100,0,0,True,1
67001078,"[54, 15, 8, 0, 31]",54,15,8,0,31,True,3
68841408,"[147, 3, 1, 8, 135]",147,3,1,8,135,True,3
67068518,"[11, 11, 0, 0, 0]",11,11,0,0,0,True,0
63012908,"[147, 28, 119, 0, 0]",147,28,119,0,0,True,1
60821468,"[147, 2, 143, 2, 0]",147,2,143,2,0,True,1
67007008,"[29, 21, 8, 0, 0]",29,21,8,0,0,True,0
60809918,"[109, 0, 109, 0, 0]",109,0,109,0,0,True,1
67069768,"[13, 0, 13, 0, 0]",13,0,13,0,0,True,1
61824318,"[147, 6, 141, 0, 0]",147,6,141,0,0,True,1
65018668,"[147, 7, 128, 12, 0]",147,7,128,12,0,True,1
67021858,"[38, 2, 36, 0, 0]",38,2,36,0,0,True,1
66082558,"[98, 0, 98, 0, 0]",98,0,98,0,0,True,1
66092518,"[67, 22, 45, 0, 0]",67,22,45,0,0,True,1
63086778,"[147, 89, 56, 2, 0]",147,89,56,2,0,True,0
65022668,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66029088,"[136, 63, 73, 0, 0]",136,63,73,0,0,True,1
66085198,"[89, 88, 1, 0, 0]",89,88,1,0,0,True,0
67822388,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
67017868,"[42, 2, 9, 14, 17]",42,2,9,14,17,True,3
67025118,"[27, 0, 27, 0, 0]",27,0,27,0,0,True,1
67010198,"[46, 0, 46, 0, 0]",46,0,46,0,0,True,1
61804288,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61879488,"[147, 104, 43, 0, 0]",147,104,43,0,0,True,0
61843298,"[147, 0, 0, 49, 98]",147,0,0,49,98,True,3
67009518,"[47, 45, 2, 0, 0]",47,45,2,0,0,True,0
63088788,"[147, 0, 136, 11, 0]",147,0,136,11,0,True,1
61806918,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
69886328,"[147, 0, 0, 63, 84]",147,0,0,63,84,True,3
61805198,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66072258,"[122, 0, 81, 41, 0]",122,0,81,41,0,True,1
61896268,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66089288,"[99, 0, 99, 0, 0]",99,0,99,0,0,True,1
61805268,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63091678,"[147, 72, 64, 11, 0]",147,72,64,11,0,True,0
61805358,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61875968,"[147, 3, 144, 0, 0]",147,3,144,0,0,True,1
66080208,"[27, 25, 2, 0, 0]",27,25,2,0,0,True,0
67087998,"[6, 0, 4, 2, 0]",6,0,4,2,0,True,1
61857078,"[147, 0, 88, 58, 1]",147,0,88,58,1,True,1
65056628,"[147, 0, 131, 16, 0]",147,0,131,16,0,True,1
65018138,"[147, 0, 16, 131, 0]",147,0,16,131,0,True,2
61805808,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
69888788,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66097558,"[69, 6, 5, 0, 58]",69,6,5,0,58,True,3
61805378,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67022298,"[38, 2, 36, 0, 0]",38,2,36,0,0,True,1
65019268,"[138, 2, 136, 0, 0]",138,2,136,0,0,True,1
66079188,"[118, 0, 116, 2, 0]",118,0,116,2,0,True,1
67025058,"[32, 0, 32, 0, 0]",32,0,32,0,0,True,1
61831868,"[147, 8, 63, 66, 10]",147,8,63,66,10,True,2
61891178,"[122, 100, 22, 0, 0]",122,100,22,0,0,True,0
61805978,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
69820028,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67025528,"[11, 6, 5, 0, 0]",11,6,5,0,0,True,0
67809308,"[147, 17, 130, 0, 0]",147,17,130,0,0,True,1
66020818,"[39, 32, 7, 0, 0]",39,32,7,0,0,True,0
67019628,"[27, 0, 27, 0, 0]",27,0,27,0,0,True,1
61867398,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61806388,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
69853618,"[147, 1, 144, 2, 0]",147,1,144,2,0,True,1
66068818,"[126, 58, 49, 19, 0]",126,58,49,19,0,True,0
69869008,"[147, 61, 2, 27, 57]",147,61,2,27,57,True,0
67028908,"[32, 10, 22, 0, 0]",32,10,22,0,0,True,1
62052178,"[147, 41, 106, 0, 0]",147,41,106,0,0,True,1
69841578,"[147, 0, 70, 63, 14]",147,0,70,63,14,True,1
62026088,"[147, 18, 111, 18, 0]",147,18,111,18,0,True,1
67069178,"[11, 0, 11, 0, 0]",11,0,11,0,0,True,1
61827208,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61821318,"[56, 0, 56, 0, 0]",56,0,56,0,0,True,1
63008558,"[147, 71, 76, 0, 0]",147,71,76,0,0,True,1
69876458,"[147, 96, 51, 0, 0]",147,96,51,0,0,True,0
63021278,"[147, 0, 55, 90, 2]",147,0,55,90,2,True,2
61828588,"[147, 103, 44, 0, 0]",147,103,44,0,0,True,0
61850328,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67092658,"[5, 5, 0, 0, 0]",5,5,0,0,0,True,0
61804998,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
65006158,"[133, 23, 110, 0, 0]",133,23,110,0,0,True,1
69890808,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67016298,"[45, 40, 5, 0, 0]",45,40,5,0,0,True,0
67001118,"[50, 46, 4, 0, 0]",50,46,4,0,0,True,0
63071168,"[147, 0, 140, 7, 0]",147,0,140,7,0,True,1
60820688,"[147, 0, 48, 99, 0]",147,0,48,99,0,True,2
66090558,"[69, 27, 42, 0, 0]",69,27,42,0,0,True,1
62092688,"[147, 120, 27, 0, 0]",147,120,27,0,0,True,0
66020238,"[123, 0, 123, 0, 0]",123,0,123,0,0,True,1
61805528,"[147, 17, 130, 0, 0]",147,17,130,0,0,True,1
66020088,"[123, 0, 123, 0, 0]",123,0,123,0,0,True,1
66079568,"[115, 0, 73, 18, 24]",115,0,73,18,24,True,1
67057688,"[24, 0, 24, 0, 0]",24,0,24,0,0,True,1
60008888,"[103, 3, 100, 0, 0]",103,3,100,0,0,True,1
66079288,"[62, 62, 0, 0, 0]",62,62,0,0,0,True,0
61858088,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67011708,"[45, 12, 33, 0, 0]",45,12,33,0,0,True,1
66085788,"[71, 0, 71, 0, 0]",71,0,71,0,0,True,1
62096278,"[147, 120, 27, 0, 0]",147,120,27,0,0,True,0
63007728,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
62080208,"[147, 118, 29, 0, 0]",147,118,29,0,0,True,0
69849208,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67075138,"[5, 2, 3, 0, 0]",5,2,3,0,0,True,1
62088598,"[147, 1, 107, 39, 0]",147,1,107,39,0,True,1
61835118,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
60817358,"[147, 90, 57, 0, 0]",147,90,57,0,0,True,0
61887378,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
62088238,"[147, 93, 52, 2, 0]",147,93,52,2,0,True,0
67855798,"[45, 33, 12, 0, 0]",45,33,12,0,0,True,0
60820358,"[62, 6, 56, 0, 0]",62,6,56,0,0,True,1
61801828,"[147, 4, 75, 3, 65]",147,4,75,3,65,True,1
66097708,"[52, 52, 0, 0, 0]",52,52,0,0,0,True,0
61821098,"[147, 89, 56, 2, 0]",147,89,56,2,0,True,0
61824308,"[147, 1, 129, 17, 0]",147,1,129,17,0,True,1
65021198,"[147, 10, 102, 28, 7]",147,10,102,28,7,True,1
60819178,"[62, 6, 56, 0, 0]",62,6,56,0,0,True,1
67017528,"[43, 2, 41, 0, 0]",43,2,41,0,0,True,1
67069918,"[10, 4, 6, 0, 0]",10,4,6,0,0,True,1
65008678,"[147, 2, 145, 0, 0]",147,2,145,0,0,True,1
67021008,"[40, 2, 19, 19, 0]",40,2,19,19,0,True,1
61880868,"[147, 11, 104, 32, 0]",147,11,104,32,0,True,1
61824478,"[147, 30, 117, 0, 0]",147,30,117,0,0,True,1
61846058,"[147, 2, 143, 1, 1]",147,2,143,1,1,True,1
65022828,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67000928,"[62, 2, 53, 7, 0]",62,2,53,7,0,True,1
66010078,"[147, 0, 143, 4, 0]",147,0,143,4,0,True,1
66052908,"[47, 9, 38, 0, 0]",47,9,38,0,0,True,1
62080928,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67855718,"[147, 0, 30, 117, 0]",147,0,30,117,0,True,2
63090118,"[147, 19, 127, 1, 0]",147,19,127,1,0,True,1
65011028,"[147, 9, 138, 0, 0]",147,9,138,0,0,True,1
62071698,"[31, 12, 19, 0, 0]",31,12,19,0,0,True,1
61856828,"[147, 0, 133, 13, 1]",147,0,133,13,1,True,1
62089668,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67001698,"[59, 2, 29, 26, 2]",59,2,29,26,2,True,1
67067228,"[16, 9, 7, 0, 0]",16,9,7,0,0,True,0
61820118,"[147, 84, 59, 2, 2]",147,84,59,2,2,True,0
66082198,"[26, 0, 17, 9, 0]",26,0,17,9,0,True,1
67050518,"[29, 0, 13, 7, 9]",29,0,13,7,9,True,1
67018508,"[44, 4, 40, 0, 0]",44,4,40,0,0,True,1
69848688,"[147, 23, 124, 0, 0]",147,23,124,0,0,True,1
69818608,"[147, 114, 33, 0, 0]",147,114,33,0,0,True,0
61821728,"[147, 0, 145, 2, 0]",147,0,145,2,0,True,1
61822358,"[147, 119, 28, 0, 0]",147,119,28,0,0,True,0
61827558,"[147, 0, 145, 2, 0]",147,0,145,2,0,True,1
61822308,"[147, 143, 4, 0, 0]",147,143,4,0,0,True,0
67065288,"[11, 5, 6, 0, 0]",11,5,6,0,0,True,1
